MF522855.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JQ667517.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Clariidae;Clarias;Clarias batrachus
MH094035.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Ovis;Ovis canadensis
JF868780.1	Eukaryota;Arthropoda;Insecta;Diptera;Bombyliidae;Villa;Villa lateralis
KC015686.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius bilinearis
GQ337676.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
HM902324.1	Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Gobiomorus;Gobiomorus dormitor
MG272856.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MH177704.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Gorilla;Gorilla beringei
KJ917275.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus
KR294430.1	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Parakiefferiella;Parakiefferiella smolandica
MH605042.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KP266841.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Pomadasys;Pomadasys maculatus
LR742796.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
KC202993.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus
MG665572.1	Eukaryota;Arthropoda;Insecta;Hemiptera;Naucoridae;Ilyocoris;Ilyocoris cimicoides
GU674420.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;Notodontidae;Heterocampa;Heterocampa obliqua
KU290581.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
MK644919.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Cervidae;Alces;Alces alces
MN123513.1	Eukaryota;Chordata;Actinopteri;Lampriformes;Trachipteridae;Trachipterus;Trachipterus trachypterus
MG563572.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Zenarchopteridae;Dermogenys;Dermogenys sp. SL12
AB195609.1	Eukaryota;Arthropoda;Hexanauplia;Sessilia;Verrucidae;Rostratoverruca;Rostratoverruca krugeri
MK059686.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JQ354316.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja rhina
JF753944.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;Riodinidae;Euselasia;Euselasia mystica
KU290592.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
JF766328.1	Eukaryota;Arthropoda;Insecta;Diptera;Ceratopogonidae;Culicoides;Culicoides newsteadi
KU290947.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
HM383100.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;Saturniidae;Dirphiopsis;Dirphiopsis unicarpishiana
JF342848.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
EF080313.1	Eukaryota;Chordata;Mammalia;Chiroptera;Molossidae;Cynomops;Cynomops paranus
MH449511.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JF435590.1	Eukaryota;Chordata;Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus helleri
MF437190.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KX998515.1	Eukaryota;Chordata;Aves;Passeriformes;Paridae;Poecile;Poecile montanus
MK047725.1	Eukaryota;Chordata;Actinopteri;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus
KT587580.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MH824154.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labeo;Labeo calbasu
JF443020.1	Eukaryota;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;Myotis petax
MH449356.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MH553810.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
LR745180.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
EU398933.1	Eukaryota;Chordata;Chondrichthyes;Orectolobiformes;Ginglymostomatidae;Nebrius;Nebrius ferrugineus
MF183225.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
KX456895.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MN183885.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Leander;Leander tenuicornis
MH830087.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MK122092.1	Eukaryota;Arthropoda;Insecta;Diptera;Tephritidae;Bactrocera;Bactrocera minax
GU701433.1	Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Lophiobrycon;Lophiobrycon weitzmani
MK122135.1	Eukaryota;Arthropoda;Insecta;Diptera;Tephritidae;Bactrocera;Bactrocera minax
MH455599.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JQ702930.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
GU224299.1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Ahlia;Ahlia egmontis
KU051795.1	Eukaryota;Chordata;Actinopteri;NA;Sillaginidae;Sillago;Sillago sihama
MK746141.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labeo;Labeo capensis
JF446394.1	Eukaryota;Chordata;Mammalia;Chiroptera;Phyllostomidae;Vampyressa;Vampyressa pusilla
JF876457.1	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium decorum
KX186155.1	Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Petrocephalus;Petrocephalus grandoculis
MN516607.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MF057222.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JX074169.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Discogobio;Discogobio tetrabarbatus
KJ376799.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;Erebidae;Hypena;Hypena baltimoralis
JF845852.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;NA;NA;Lepidoptera sp. BOLD:AAC1138
JQ235539.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Syncerus;Syncerus caffer
MK248312.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MG272991.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KJ669528.1	Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Mogurnda;Mogurnda adspersa
LR745154.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
KF952277.2	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos indicus
KY452544.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Ovis;Ovis aries
JN167797.1	Eukaryota;Arthropoda;Insecta;Orthoptera;Acrididae;Odontomelus;Odontomelus scalatus
MK551151.1	Eukaryota;Arthropoda;Insecta;Hemiptera;Artheneidae;Chilacis;Chilacis typhae
KM061579.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
KY605280.1	Eukaryota;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus ilex
KU692375.1	Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Belobranchus;Belobranchus segura
EF466060.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Ammotragus;Ammotragus lervia
KP240784.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KX039778.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Epialtidae;Pugettia;Pugettia gracilis
LS998703.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY024859.1	Eukaryota;Chordata;Mammalia;Lagomorpha;Ochotonidae;Ochotona;Ochotona sp. 3 NPK-2016
JF435326.1	Eukaryota;Chordata;Mammalia;Chiroptera;Phyllostomidae;Desmodus;Desmodus rotundus
KF540544.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MF437231.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JX088679.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
KF938353.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Ovis;Ovis aries
MK777220.1	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Heniochus;Heniochus chrysostomus
HM007683.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius paradoxus
KU290949.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
KY452459.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Ovis;Ovis aries
KR498407.1	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;Orthocladiinae sp. BOLD-2016
JF447149.1	Eukaryota;Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus phaeotis
MN406799.1	Eukaryota;Arthropoda;Insecta;Diptera;Phoridae;NA;Phoridae sp.
KY849551.1	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Leiognathus;Leiognathus cf. ruconius IAA-2017
JQ842192.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Liopropoma;Liopropoma rubre
HQ986297.1	Eukaryota;Arthropoda;Insecta;Odonata;Libellulidae;Pachydiplax;Pachydiplax longipennis
KC706774.1	Eukaryota;Arthropoda;Malacostraca;Decapoda;Leucosiidae;Nucia;Nucia speciosa
JQ011417.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Misgurnus;Misgurnus sp. A29
JQ174379.1	Eukaryota;Chordata;Aves;Coraciiformes;Alcedinidae;Alcedo;Alcedo cyanopectus
MK217922.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
HQ935680.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;NA;NA;Lepidoptera sp. BOLD:AAK4034
MN272569.1	Eukaryota;Mollusca;Gastropoda;Neogastropoda;Nassariidae;Tritia;Tritia obsoleta
GU673383.1	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Himantura;Himantura cf. leoparda FOAI416-09
MK628842.1	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium chamlongi
KT587641.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
EU525524.1	Eukaryota;Chordata;Aves;Charadriiformes;Laridae;Sternula;Sternula antillarum
GQ464251.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos grunniens
HQ918409.1	Eukaryota;Chordata;Mammalia;Chiroptera;Hipposideridae;Coelops;Coelops frithii
KY670988.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MK464081.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Heptapteridae;Phenacorhamdia;Phenacorhamdia unifasciata
KJ917308.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus
MK122040.1	Eukaryota;Arthropoda;Insecta;Diptera;Tephritidae;Bactrocera;Bactrocera minax
MG778677.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MG660612.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JF447278.1	Eukaryota;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus stramineus
MH417454.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;Gelechiidae;Dichomeris;Dichomeris acuminatus
KR862269.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Xenocypris;Xenocypris argentea
FJ625823.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Corumbataia;Corumbataia cuestae
KF509980.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Cervidae;Axis;Axis porcinus
MN272575.1	Eukaryota;Mollusca;Gastropoda;Neogastropoda;Nassariidae;Tritia;Tritia obsoleta
HQ574595.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;NA;NA;Lepidoptera sp. BOLD:AAC7505
MK534255.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus campechanus
MN272456.1	Eukaryota;Mollusca;Gastropoda;Neogastropoda;Nassariidae;Tritia;Tritia obsoleta
MG895706.1	Eukaryota;Arthropoda;Insecta;Hemiptera;Aradidae;Usumbaraia;Usumbaraia sp. CNCCOLVG00008831
MF437212.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JF734177.1	Eukaryota;Chordata;Aves;Passeriformes;Mimidae;Nesomimus;Nesomimus parvulus
MH177665.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Gorilla;Gorilla beringei
JQ340116.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus
MH378628.1	Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Stomias;Stomias boa
EU789653.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
U82228.1	Eukaryota;Chordata;Coelacanthimorpha;Coelacanthiformes;Coelacanthidae;Latimeria;Latimeria chalumnae
JF446552.1	Eukaryota;Chordata;Mammalia;Chiroptera;Phyllostomidae;Sturnira;Sturnira ludovici
HM540786.1	Eukaryota;Chordata;Mammalia;Chiroptera;Pteropodidae;Macroglossus;Macroglossus minimus
MK248292.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MK488027.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labeo;Labeo calbasu
MH177679.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Gorilla;Gorilla beringei
JX263384.1	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Himantura;Himantura leoparda
KX860965.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;Erebidae;NA;Erebidae sp. NIBGE MOT-03237
KX456658.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MF663059.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Cervidae;Cervus;Cervus nippon
MG406510.1	Eukaryota;Arthropoda;Insecta;Hemiptera;Lygaeidae;Lygaeus;Lygaeus sp. BARS_2016_77_109
JQ350190.1	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Parupeneus;Parupeneus macronemus
KT587362.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JN632653.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Litocranius;Litocranius walleri
JF442315.1	Eukaryota;Chordata;Mammalia;Chiroptera;Molossidae;Chaerephon;Chaerephon sp. IVK-2011
JQ704992.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KT231954.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja montagui
KU893031.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina heteroloba
KR862263.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Xenocypris;Xenocypris argentea
AY972748.1	Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Papio;Papio cynocephalus
JQ176141.1	Eukaryota;Chordata;Aves;Passeriformes;Tyrannidae;Rhytipterna;Rhytipterna holerythra
MK122475.1	Eukaryota;Arthropoda;Insecta;Diptera;Tephritidae;Bactrocera;Bactrocera minax
LC164646.1	Eukaryota;Chordata;Actinopteri;Alepocephaliformes;Platytroctidae;Maulisia;Maulisia microlepis
HQ564197.1	Eukaryota;Chordata;Actinopteri;Lampriformes;Trachipteridae;Zu;Zu elongatus
JQ340164.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus
JN275499.1	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chaetocladius;Chaetocladius perennis
MK059531.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MG566566.1	Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Solenopsis;Solenopsis sp. 15 of SKY
JQ537503.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;Notodontidae;Hemiceras;Hemiceras sp. modestaDHJ02
KY661880.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus
MK134369.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KU707829.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Lepomis;Lepomis microlophus
LC153767.1	Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Nothobranchiidae;Fundulopanchax;Fundulopanchax scheeli
MH356014.1	Eukaryota;Chordata;Aves;Piciformes;Picidae;Celeus;Celeus undatus
KY356791.1	Eukaryota;Chordata;Actinopteri;Anabantiformes;Osphronemidae;Trichogaster;Trichogaster fasciata
KP942543.1	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Phoca;Phoca groenlandica
JN817343.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus
MK059556.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KY449788.1	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon dialeucos
KM938011.1	Eukaryota;Arthropoda;Insecta;Diptera;Sciaridae;NA;Sciaridae sp. BOLD:ACB2301
FJ473113.1	Eukaryota;Chordata;Aves;Passeriformes;Dicaeidae;Dicaeum;Dicaeum trigonostigma
MH449143.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KX982629.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
EU096800.1	Eukaryota;Chordata;Mammalia;Chiroptera;Molossidae;Molossus;Molossus rufus
MH553729.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
AP013287.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KX419597.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis;Auxis rochei
KP232063.1	Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Nylanderia;Nylanderia vaga
MH547688.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja clavata
MF118284.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;Heliozelidae;Antispila;Antispila oinophylla
HM540873.1	Eukaryota;Chordata;Mammalia;Chiroptera;Pteropodidae;Megaerops;Megaerops niphanae
MF102036.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Antilope;Antilope cervicapra
HM872705.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Pasiphila;Pasiphila debiliata
KY452678.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Ovis;Ovis aries
KT183714.1	Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Dynastes;Dynastes hercules
MG736477.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Garra;Garra nasuta
MK059524.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MH444412.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
KP194503.1	Eukaryota;Chordata;Actinopteri;NA;Siganidae;Siganus;Siganus lineatus
KU290670.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
MG660731.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JN597042.1	Eukaryota;Chordata;Aves;Passeriformes;Petroicidae;Microeca;Microeca papuana
AJ002189.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
EF545573.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
KU943134.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus brevirostris
MH553735.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
MH165322.1	Eukaryota;Arthropoda;Insecta;Lepidoptera;Erebidae;Nyctemera;Nyctemera coleta
KY319367.1	Eukaryota;Mollusca;Gastropoda;NA;Physidae;Physella;Physella acuta
KJ547197.1	Eukaryota;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;Sorex bedfordiae
KC203028.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus
NC_041282.1	Eukaryota;Chordata;NA;Testudines;Chelidae;Elseya;Elseya irwini
KJ007324.1	Eukaryota;Arthropoda;Hexanauplia;Sessilia;Tetraclitidae;Tetraclita;Tetraclita rubescens
GU968833.1	Eukaryota;Arthropoda;Arachnida;Ixodida;Ixodidae;Dermacentor;Dermacentor albipictus
HM540863.1	Eukaryota;Chordata;Mammalia;Chiroptera;Pteropodidae;Megaerops;Megaerops niphanae
MG806833.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Chondrostoma;Chondrostoma nasus
MF057175.1	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
JN025312.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Enneacanthus;Enneacanthus chaetodon
KF551703.1	Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;Notonomus;Notonomus sp. 1 KW-2014
